gene_id_a	gene_symbol_a	gene_id_b	gene_symbol_b
3064	HTT_(wt)	10327	AKR1A1
3064	HTT_(wt)	10342	TFG
3064	HTT_(wt)	10362	HMG20B
3064	HTT_(wt)	10376	TUBA1B
3064	HTT_(wt)	10392	NOD1
3064	HTT_(wt)	10396	ATP8A1
3064	HTT_(wt)	10399	GNB2L1
3064	HTT_(wt)	10401	PIAS3
3064	HTT_(wt)	10409	BASP1
3064	HTT_(wt)	10422	UBAC1
3064	HTT_(wt)	10438	C1D
3064	HTT_(wt)	10445	MCRS1
3064	HTT_(wt)	10449	ACAA2
3064	HTT_(wt)	10456	HAX1
3064	HTT_(wt)	10458	BAIAP2
3064	HTT_(wt)	10464	PIBF1
3064	HTT_(wt)	10465	PPIH
3064	HTT_(wt)	10474	TADA3
3064	HTT_(wt)	10483	SEC23B
3064	HTT_(wt)	10493	VAT1
3064	HTT_(wt)	10524	KAT5
3064	HTT_(wt)	10529	NEBL
3064	HTT_(wt)	10538	BATF
3064	HTT_(wt)	10540	DCTN2
3064	HTT_(wt)	10542	HBXIP
3064	HTT_(wt)	10573	MRPL28
3064	HTT_(wt)	10576	CCT2
3064	HTT_(wt)	10580	SORBS1
3064	HTT_(wt)	10611	PDLIM5
3064	HTT_(wt)	10651	MTX2
3064	HTT_(wt)	10694	CCT8
3064	HTT_(wt)	10716	TBR1
3064	HTT_(wt)	10750	GRAP
3064	HTT_(wt)	10813	UTP14A
3064	HTT_(wt)	10815	CPLX1
3064	HTT_(wt)	10874	NMU
3064	HTT_(wt)	10897	YIF1A
3064	HTT_(wt)	10906	TRAFD1
3064	HTT_(wt)	10912	GADD45G
3064	HTT_(wt)	10919	EHMT2
3064	HTT_(wt)	10939	AFG3L2
3064	HTT_(wt)	10946	SF3A3
3064	HTT_(wt)	10951	CBX1
